time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
96.28,0.0,0.0,0.16809265924874,3.9076163222112,0.6004774011551999,168.35854622645599,397.0207610344,-1.0
96.32,0.0,0.0,0.16597576828546,3.9709607990844,0.6034653004504,168.377842651347,397.15725632368,-1.0
96.36,0.0,0.0,0.16411663347574001,4.0322928190524,0.6052129396608001,168.406623759659,397.41724735087996,-1.0
96.4,0.0,0.0,0.1643332583282,4.0955414646444,0.6159806522152,168.464513034332,397.7682352376,-1.0
96.44,0.0,0.0,0.16532863581482002,4.1566818220499995,0.6198705588447999,168.369339142073,397.6869880416,-1.0
96.48,0.0,0.0,0.16399049748570002,4.2187804922676,0.6138383847959998,168.163619629252,397.36524914544,-1.0
96.52,0.0,0.0,0.161097595975,4.2826041255468,0.6088773444568001,167.999109430605,397.232003744,-1.0
96.56,0.0,0.0,0.15743142600362,4.3446069644832,0.6064531997456002,167.834272173909,397.25800284672,-1.0
96.6,0.0,0.0,0.15273148933126002,4.4081431039188,0.6086518426232002,167.637383228411,397.26125273456,-1.0
96.64,0.0,0.0,0.14777379650534,4.4704334366988,0.6099484781664,167.518007040526,397.63823972399996,-1.0
96.68,0.0,0.0,0.14540737564872,4.5343529012592,0.6109068609591999,167.187678411036,397.49524465904,-1.0
96.72,0.0,0.0,0.13424708261692,4.5968348966015995,0.6191376778855999,166.92112610110098,397.69998759296,-1.0
96.76,0.0,0.0,0.12981587044508,4.6582627478508,0.6107377345840002,166.736665361465,398.39871347856,-1.0
96.8,0.0,0.0,0.12849144254966,4.72208638113,0.6026196685744001,166.243461823573,398.23296919872,-1.0
96.84,0.0,0.0,0.1256149935594,4.7825559195672,0.5727970510808,165.743063008603,398.30121684336,-1.0
96.88,0.0,0.0,0.11731195491068,4.8479128533455995,0.5707675345783998,165.284854681954,398.65870450576,-1.0
